HGNC gene	Residual Variation Intolerance Score	Residual Variation Intolerance Score Percentile
JAGN1	0.148941568	64.31941496
KRTAP9-8	0.148941568	64.31941496
KRTCAP3	0.148941568	64.31941496
LUC7L2	0.148941568	64.31941496
LY6E	0.148941568	64.31941496
LYRM1	0.148941568	64.31941496
MIP	0.148941568	64.31941496
NMNAT1	0.148941568	64.31941496
NRIP3	0.148941568	64.31941496
RBM43	0.148941568	64.31941496
REEP3	0.148941568	64.31941496
RHOD	0.148941568	64.31941496
RNASE2	0.148941568	64.31941496
STX17	0.148941568	64.31941496
THRSP	0.148941568	64.31941496
TTC33	0.148941568	64.31941496
UFSP1	0.148941568	64.31941496
VAMP7	0.148941568	64.31941496
NOTCH4	0.1505561	64.32531257
ACBD3	0.150760231	64.51403633
ATG16L1	0.150760231	64.51403633
CHMP1A	0.150760231	64.51403633
CIAPIN1	0.150760231	64.51403633
CLDN6	0.150760231	64.51403633
CMBL	0.150760231	64.51403633
CST8	0.150760231	64.51403633
FOXR1	0.150760231	64.51403633
GLUD2	0.150760231	64.51403633
IFITM5	0.150760231	64.51403633
KANSL2	0.150760231	64.51403633
KCNJ10	0.150760231	64.51403633
KIAA0895L	0.150760231	64.51403633
LAYN	0.150760231	64.51403633
LHX1	0.150760231	64.51403633
LIPA	0.150760231	64.51403633
NIT1	0.150760231	64.51403633
OAF	0.150760231	64.51403633
OIP5	0.150760231	64.51403633
OR1G1	0.150760231	64.51403633
OXSM	0.150760231	64.51403633
PAK1IP1	0.150760231	64.51403633
PRPF39	0.150760231	64.51403633
RNF146	0.150760231	64.51403633
RPF2	0.150760231	64.51403633
STBD1	0.150760231	64.51403633
STK17A	0.150760231	64.51403633
TCP10L	0.150760231	64.51403633
TMED3	0.150760231	64.51403633
TMEM198	0.150760231	64.51403633
TUBB8	0.150760231	64.51403633
WBP1L	0.150760231	64.51403633
ALKBH1	0.15257911	64.60839821
ASB11	0.15257911	64.60839821
CER1	0.15257911	64.60839821
CTSH	0.15257911	64.60839821
DPEP3	0.15257911	64.60839821
GLT1D1	0.15257911	64.60839821
GPD1	0.15257911	64.60839821
ISM1	0.15257911	64.60839821
LMOD2	0.15257911	64.60839821
OPN3	0.15257911	64.60839821
POLE2	0.15257911	64.60839821
RBKS	0.15257911	64.60839821
RMND1	0.15257911	64.60839821
SCD5	0.15257911	64.60839821
SUOX	0.15257911	64.60839821
TMPRSS11E	0.15257911	64.60839821
ASB3	0.154398214	64.73814579
CALR3	0.154398214	64.73814579
CCNJL	0.154398214	64.73814579
CHI3L2	0.154398214	64.73814579
CPA1	0.154398214	64.73814579
DBF4	0.154398214	64.73814579
DGKA	0.154398214	64.73814579
FAM124A	0.154398214	64.73814579
FFAR3	0.154398214	64.73814579
HCRTR1	0.154398214	64.73814579
HSD3B1	0.154398214	64.73814579
KAL1	0.154398214	64.73814579
KIAA0391	0.154398214	64.73814579
KRT25	0.154398214	64.73814579
OR4C6	0.154398214	64.73814579
PNLIPRP1	0.154398214	64.73814579
SEL1L	0.154398214	64.73814579
SHD	0.154398214	64.73814579
SNTG1	0.154398214	64.73814579
VCAM1	0.154398214	64.73814579
ZNF189	0.154398214	64.73814579
ZNF623	0.154398214	64.73814579
ACOT12	0.156217551	64.82071243
ADD3	0.156217551	64.82071243
ADRA1A	0.156217551	64.82071243
ALS2CR8	0.156217551	64.82071243
ARSA	0.156217551	64.82071243
C11orf24	0.156217551	64.82071243
CLU	0.156217551	64.82071243
FAM193B	0.156217551	64.82071243
HGSNAT	0.156217551	64.82071243
IFNAR2	0.156217551	64.82071243
KRT31	0.156217551	64.82071243
MYSM1	0.156217551	64.82071243
TIMD4	0.156217551	64.82071243
ZNF264	0.156217551	64.82071243
ANKRD55	0.158037129	64.85020052
EXOC6	0.158037129	64.85020052
OR52M1	0.158037129	64.85020052
RNF6	0.158037129	64.85020052
ZNF107	0.158037129	64.85020052
ARHGAP4	0.159856957	64.91507431
BRD8	0.159856957	64.91507431
DMGDH	0.159856957	64.91507431
GPRIN1	0.159856957	64.91507431
GSG2	0.159856957	64.91507431
KIAA1804	0.159856957	64.91507431
SCNN1B	0.159856957	64.91507431
SLC34A2	0.159856957	64.91507431
ST6GALNAC1	0.159856957	64.91507431
TCHHL1	0.159856957	64.91507431
ZNF700	0.159856957	64.91507431
COL22A1	0.161491526	64.92686954
DLEC1	0.161491526	64.92686954
C11orf82	0.161677043	64.96225525
DDX51	0.161677043	64.96225525
ENPP2	0.161677043	64.96225525
MPEG1	0.161677043	64.96225525
NFATC3	0.161677043	64.96225525
SEC23IP	0.161677043	64.96225525
PNPLA7	0.163315215	64.96815287
CCDC150	0.163497395	64.97405048
SKIV2L	0.165318022	64.9799481
CHPF2	0.167138932	64.99174334
RIN3	0.167138932	64.99174334
C4orf52	0.167351552	65.04482189
C7orf69	0.167351552	65.04482189
GNG3	0.167351552	65.04482189
PET117	0.167351552	65.04482189
RPS28	0.167351552	65.04482189
SUMO2	0.167351552	65.04482189
TMSB4X	0.167351552	65.04482189
TOMM6	0.167351552	65.04482189
TRIQK	0.167351552	65.04482189
RNF17	0.168960133	65.05071951
ANP32E	0.169169615	65.33380514
BTBD18	0.169169615	65.33380514
C14orf119	0.169169615	65.33380514
C18orf62	0.169169615	65.33380514
C1orf227	0.169169615	65.33380514
C4orf46	0.169169615	65.33380514
C6orf48	0.169169615	65.33380514
CARD18	0.169169615	65.33380514
CETN1	0.169169615	65.33380514
CLEC2B	0.169169615	65.33380514
COX6C	0.169169615	65.33380514
FABP4	0.169169615	65.33380514
FAM24B	0.169169615	65.33380514
FGF9	0.169169615	65.33380514
FIS1	0.169169615	65.33380514
GHRH	0.169169615	65.33380514
GTF3C6	0.169169615	65.33380514
HIST2H2BF	0.169169615	65.33380514
HOPX	0.169169615	65.33380514
HSPB11	0.169169615	65.33380514
KRTAP3-1	0.169169615	65.33380514
KRTAP3-3	0.169169615	65.33380514
LALBA	0.169169615	65.33380514
LEAP2	0.169169615	65.33380514
LSM12	0.169169615	65.33380514
MIA	0.169169615	65.33380514
MRPS18C	0.169169615	65.33380514
MZT1	0.169169615	65.33380514
NGB	0.169169615	65.33380514
OSTN	0.169169615	65.33380514
PCMTD1	0.169169615	65.33380514
PHLDA3	0.169169615	65.33380514
PPP1R14D	0.169169615	65.33380514
RAB43	0.169169615	65.33380514
RP9	0.169169615	65.33380514
S100A13	0.169169615	65.33380514
S100A2	0.169169615	65.33380514
SLURP1	0.169169615	65.33380514
TAF12	0.169169615	65.33380514
TMEM154	0.169169615	65.33380514
TMEM50A	0.169169615	65.33380514
TSPAN31	0.169169615	65.33380514
TXNDC17	0.169169615	65.33380514
VMA21	0.169169615	65.33380514
WDR83OS	0.169169615	65.33380514
XAGE5	0.169169615	65.33380514
ZCCHC10	0.169169615	65.33380514
ZSCAN23	0.169169615	65.33380514
COL27A1	0.170613481	65.33970276
ITGA7	0.170781634	65.34560038
AAED1	0.170987912	65.5579146
ARHGAP11B	0.170987912	65.5579146
BOLL	0.170987912	65.5579146
BSX	0.170987912	65.5579146
C10orf11	0.170987912	65.5579146
C6orf120	0.170987912	65.5579146
C9orf123	0.170987912	65.5579146
CENPBD1	0.170987912	65.5579146
CMTM8	0.170987912	65.5579146
DAZAP2	0.170987912	65.5579146
DNAJC15	0.170987912	65.5579146
ELOVL3	0.170987912	65.5579146
FAIM	0.170987912	65.5579146
FAM216A	0.170987912	65.5579146
GPR12	0.170987912	65.5579146
GRPEL1	0.170987912	65.5579146
HMX2	0.170987912	65.5579146
HSD17B11	0.170987912	65.5579146
IAH1	0.170987912	65.5579146
KLF8	0.170987912	65.5579146
MREG	0.170987912	65.5579146
MSGN1	0.170987912	65.5579146
MYL7	0.170987912	65.5579146
PDHA1	0.170987912	65.5579146
PRKRIP1	0.170987912	65.5579146
PSMB1	0.170987912	65.5579146
PTPLA	0.170987912	65.5579146
RASL10B	0.170987912	65.5579146
RBMX2	0.170987912	65.5579146
REEP1	0.170987912	65.5579146
RNF170	0.170987912	65.5579146
SSR1	0.170987912	65.5579146
TGIF2LX	0.170987912	65.5579146
TNFSF13	0.170987912	65.5579146
UBA5	0.170987912	65.5579146
ZGLP1	0.170987912	65.5579146
ACER2	0.17280645	65.75843359
ANGPTL7	0.17280645	65.75843359
ANKRD1	0.17280645	65.75843359
ANKS4B	0.17280645	65.75843359
ATP1B4	0.17280645	65.75843359
BATF2	0.17280645	65.75843359
BCAP29	0.17280645	65.75843359
CALCRL	0.17280645	65.75843359
CCDC107	0.17280645	65.75843359
CFLAR	0.17280645	65.75843359
DDRGK1	0.17280645	65.75843359
EMB	0.17280645	65.75843359
HDGF	0.17280645	65.75843359
HERPUD2	0.17280645	65.75843359
KLHL2	0.17280645	65.75843359
MAGEB18	0.17280645	65.75843359
MRPL45	0.17280645	65.75843359
NRSN2	0.17280645	65.75843359
PARL	0.17280645	65.75843359
PGAM5	0.17280645	65.75843359
PMEPA1	0.17280645	65.75843359
PTGES2	0.17280645	65.75843359
RPL10L	0.17280645	65.75843359
RSPO1	0.17280645	65.75843359
SKAP1	0.17280645	65.75843359
SKAP2	0.17280645	65.75843359
SLC39A8	0.17280645	65.75843359
TAS2R3	0.17280645	65.75843359
TAS2R50	0.17280645	65.75843359
TCF23	0.17280645	65.75843359
TMEM217	0.17280645	65.75843359
VASH2	0.17280645	65.75843359
WDR31	0.17280645	65.75843359
ZFP42	0.17280645	65.75843359
ASXL1	0.17442557	65.77022883
DNAJC13	0.17442557	65.77022883
ADH4	0.174625237	65.9648502
ATXN7L1	0.174625237	65.9648502
BCAT2	0.174625237	65.9648502
BHMT2	0.174625237	65.9648502
CCDC70	0.174625237	65.9648502
CHM	0.174625237	65.9648502
DOM3Z	0.174625237	65.9648502
DYRK3	0.174625237	65.9648502
EFHA1	0.174625237	65.9648502
EGFL7	0.174625237	65.9648502
EOGT	0.174625237	65.9648502
FAM176C	0.174625237	65.9648502
IRGQ	0.174625237	65.9648502
LRRC30	0.174625237	65.9648502
LTV1	0.174625237	65.9648502
LYVE1	0.174625237	65.9648502
MPND	0.174625237	65.9648502
MRGPRE	0.174625237	65.9648502
ODF3	0.174625237	65.9648502
OR6B1	0.174625237	65.9648502
OXNAD1	0.174625237	65.9648502
PQLC2	0.174625237	65.9648502
RLBP1	0.174625237	65.9648502
SFXN1	0.174625237	65.9648502
SH3GLB2	0.174625237	65.9648502
SPATS2L	0.174625237	65.9648502
SRPX2	0.174625237	65.9648502
STXBP4	0.174625237	65.9648502
TBX15	0.174625237	65.9648502
TTC5	0.174625237	65.9648502
UPF3A	0.174625237	65.9648502
ZNF680	0.174625237	65.9648502
ZNF92	0.174625237	65.9648502
ARSD	0.176444282	66.07100731
CCDC130	0.176444282	66.07100731
CLUAP1	0.176444282	66.07100731
ENPP5	0.176444282	66.07100731
ESRRB	0.176444282	66.07100731
HINFP	0.176444282	66.07100731
IWS1	0.176444282	66.07100731
KRT20	0.176444282	66.07100731
LMOD1	0.176444282	66.07100731
PRR5L	0.176444282	66.07100731
STYK1	0.176444282	66.07100731
TCTN1	0.176444282	66.07100731
TM9SF1	0.176444282	66.07100731
TMEM171	0.176444282	66.07100731
TRMT5	0.176444282	66.07100731
TTI2	0.176444282	66.07100731
ZBTB22	0.176444282	66.07100731
ZFP2	0.176444282	66.07100731
APBB3	0.178263593	66.12998349
C2orf44	0.178263593	66.12998349
EVI5	0.178263593	66.12998349
FUT6	0.178263593	66.12998349
GBA	0.178263593	66.12998349
IKBIP	0.178263593	66.12998349
MYBL2	0.178263593	66.12998349
SPAG16	0.178263593	66.12998349
TMCC3	0.178263593	66.12998349
ZNF211	0.178263593	66.12998349
NLRP5	0.179893931	66.1358811
CNGA4	0.180083178	66.16536919
SERINC2	0.180083178	66.16536919
SLC22A9	0.180083178	66.16536919
SLC26A2	0.180083178	66.16536919
SOAT2	0.180083178	66.16536919
AFTPH	0.181903047	66.2361406
CFHR5	0.181903047	66.2361406
GPR114	0.181903047	66.2361406
LNPEP	0.181903047	66.2361406
PCDHGA10	0.181903047	66.2361406
PDGFRL	0.181903047	66.2361406
TGFBR3	0.181903047	66.2361406
TNFRSF8	0.181903047	66.2361406
UGT1A3	0.181903047	66.2361406
UGT1A4	0.181903047	66.2361406
ZNF528	0.181903047	66.2361406
ZNF554	0.181903047	66.2361406
TRO	0.183723206	66.24793583
ZNF33A	0.183723206	66.24793583
AKAP1	0.185543665	66.2715263
DIAPH3	0.185543665	66.2715263
HPS5	0.185543665	66.2715263
XRCC1	0.185543665	66.2715263
RTTN	0.18719002	66.27742392
CC2D1B	0.187364432	66.28921916
MAN1B1	0.187364432	66.28921916
A2LD1	0.189398298	66.31870724
C7orf73	0.189398298	66.31870724
C9orf169	0.189398298	66.31870724
LSM2	0.189398298	66.31870724
PKIA	0.189398298	66.31870724
FAM193A	0.191006924	66.32460486
ATP5I	0.191216164	66.57230479
BATF	0.191216164	66.57230479
C1orf53	0.191216164	66.57230479
C1orf54	0.191216164	66.57230479
C7orf23	0.191216164	66.57230479
CCL18	0.191216164	66.57230479
CETN3	0.191216164	66.57230479
CLIC2	0.191216164	66.57230479
E2F5	0.191216164	66.57230479
EID2B	0.191216164	66.57230479
FABP3	0.191216164	66.57230479
GAGE10	0.191216164	66.57230479
GCSH	0.191216164	66.57230479
GNGT1	0.191216164	66.57230479
GPSM3	0.191216164	66.57230479
HMGA2	0.191216164	66.57230479
HMHB1	0.191216164	66.57230479
KCNE3	0.191216164	66.57230479
LELP1	0.191216164	66.57230479
MED9	0.191216164	66.57230479
MSC	0.191216164	66.57230479
NDUFA2	0.191216164	66.57230479
NDUFA3	0.191216164	66.57230479
NRARP	0.191216164	66.57230479
NRG4	0.191216164	66.57230479
PDE6G	0.191216164	66.57230479
PIGY	0.191216164	66.57230479
POLD4	0.191216164	66.57230479
PRKAB2	0.191216164	66.57230479
PTGES3	0.191216164	66.57230479
RBP7	0.191216164	66.57230479
RIT2	0.191216164	66.57230479
RPL22L1	0.191216164	66.57230479
SELK	0.191216164	66.57230479
SKA2	0.191216164	66.57230479
SOCS2	0.191216164	66.57230479
SPRR2D	0.191216164	66.57230479
TCEAL5	0.191216164	66.57230479
TPD52L2	0.191216164	66.57230479
TSEN15	0.191216164	66.57230479
VKORC1	0.191216164	66.57230479
YPEL3	0.191216164	66.57230479
GAS2L2	0.192828665	66.58410002
NLRX1	0.192828665	66.58410002
ADAT2	0.193034296	66.82000472
ADH5	0.193034296	66.82000472
ALG14	0.193034296	66.82000472
AMMECR1L	0.193034296	66.82000472
C11orf74	0.193034296	66.82000472
C1orf64	0.193034296	66.82000472
C21orf7	0.193034296	66.82000472
C2orf48	0.193034296	66.82000472
C8orf37	0.193034296	66.82000472
CAPZA2	0.193034296	66.82000472
CDK6	0.193034296	66.82000472
CELF6	0.193034296	66.82000472
COMMD10	0.193034296	66.82000472
DHFRL1	0.193034296	66.82000472
DNAJB9	0.193034296	66.82000472
EDARADD	0.193034296	66.82000472
EFNA3	0.193034296	66.82000472
ELMOD2	0.193034296	66.82000472
FAM163A	0.193034296	66.82000472
FAM228A	0.193034296	66.82000472
FXYD2	0.193034296	66.82000472
GAPT	0.193034296	66.82000472
GAS2	0.193034296	66.82000472
GDNF	0.193034296	66.82000472
GUCA2A	0.193034296	66.82000472
HESX1	0.193034296	66.82000472
HIST1H2BE	0.193034296	66.82000472
KRTAP15-1	0.193034296	66.82000472
LHX6	0.193034296	66.82000472
MRPS16	0.193034296	66.82000472
PLA2G2F	0.193034296	66.82000472
PRKAG1	0.193034296	66.82000472
REP15	0.193034296	66.82000472
SLC39A9	0.193034296	66.82000472
SRD5A3	0.193034296	66.82000472
TCEB2	0.193034296	66.82000472
TMEM106A	0.193034296	66.82000472
TMEM110	0.193034296	66.82000472
TMEM18	0.193034296	66.82000472
TMEM41B	0.193034296	66.82000472
B4GALT5	0.194852702	67.03231894
B4GALT6	0.194852702	67.03231894
C12orf49	0.194852702	67.03231894
C16orf57	0.194852702	67.03231894
C1orf198	0.194852702	67.03231894
C5orf15	0.194852702	67.03231894
CARD16	0.194852702	67.03231894
CCDC104	0.194852702	67.03231894
CGRRF1	0.194852702	67.03231894
CHRM2	0.194852702	67.03231894
CLEC12A	0.194852702	67.03231894
CRYZL1	0.194852702	67.03231894
CTH	0.194852702	67.03231894
DRG2	0.194852702	67.03231894
ELANE	0.194852702	67.03231894
FAM109B	0.194852702	67.03231894
FAM71E1	0.194852702	67.03231894
GCGR	0.194852702	67.03231894
GJC3	0.194852702	67.03231894
HOXB1	0.194852702	67.03231894
HPGDS	0.194852702	67.03231894
LDLRAD1	0.194852702	67.03231894
LHX8	0.194852702	67.03231894
METTL2A	0.194852702	67.03231894
MRRF	0.194852702	67.03231894
NIPAL2	0.194852702	67.03231894
NR1H4	0.194852702	67.03231894
OR6C65	0.194852702	67.03231894
PIP5KL1	0.194852702	67.03231894
PPAPDC2	0.194852702	67.03231894
RAD1	0.194852702	67.03231894
TAS2R60	0.194852702	67.03231894
TMEM37	0.194852702	67.03231894
VEGFC	0.194852702	67.03231894
ZFYVE21	0.194852702	67.03231894
ZSWIM6	0.194852702	67.03231894
C8G	0.196671391	67.19155461
CMA1	0.196671391	67.19155461
DARS2	0.196671391	67.19155461
DHRS7C	0.196671391	67.19155461
ECH1	0.196671391	67.19155461
ESAM	0.196671391	67.19155461
KLHL28	0.196671391	67.19155461
LEF1	0.196671391	67.19155461
MBP	0.196671391	67.19155461
NTM	0.196671391	67.19155461
OR2F1	0.196671391	67.19155461
PIP5K1B	0.196671391	67.19155461
PPM1M	0.196671391	67.19155461
PTER	0.196671391	67.19155461
PYGO1	0.196671391	67.19155461
RELL2	0.196671391	67.19155461
SCRN1	0.196671391	67.19155461
SIRT1	0.196671391	67.19155461
SLC33A1	0.196671391	67.19155461
SNX15	0.196671391	67.19155461
ST8SIA6	0.196671391	67.19155461
TAAR2	0.196671391	67.19155461
UCP1	0.196671391	67.19155461
WDR54	0.196671391	67.19155461
ZBTB32	0.196671391	67.19155461
ZNF157	0.196671391	67.19155461
ZNF181	0.196671391	67.19155461
AGPAT2	0.198490371	67.30360934
ALCAM	0.198490371	67.30360934
APOL2	0.198490371	67.30360934
CAPS2	0.198490371	67.30360934
CCT6B	0.198490371	67.30360934
CDK18	0.198490371	67.30360934
ENTPD2	0.198490371	67.30360934
GHDC	0.198490371	67.30360934
GJB3	0.198490371	67.30360934
GYG2	0.198490371	67.30360934
KBTBD10	0.198490371	67.30360934
MFSD1	0.198490371	67.30360934
MGAT1	0.198490371	67.30360934
MNDA	0.198490371	67.30360934
MRPL4	0.198490371	67.30360934
NEK3	0.198490371	67.30360934
PRCP	0.198490371	67.30360934
PRSS27	0.198490371	67.30360934
TMEM25	0.198490371	67.30360934
C15orf27	0.20030965	67.3566879
HSD17B2	0.20030965	67.3566879
IFRD2	0.20030965	67.3566879
KLK3	0.20030965	67.3566879
MUT	0.20030965	67.3566879
RNMTL1	0.20030965	67.3566879
SERPINB2	0.20030965	67.3566879
TRIP6	0.20030965	67.3566879
TRMT61B	0.20030965	67.3566879
C17orf53	0.202129237	67.42745931
CCDC87	0.202129237	67.42745931
DACT1	0.202129237	67.42745931
KNG1	0.202129237	67.42745931
MSH4	0.202129237	67.42745931
NFE2L3	0.202129237	67.42745931
POLI	0.202129237	67.42745931
RAB3GAP1	0.202129237	67.42745931
RFX6	0.202129237	67.42745931
SETD1B	0.202129237	67.42745931
TBC1D22A	0.202129237	67.42745931
UGT2B4	0.202129237	67.42745931
ASB10	0.20394914	67.45694739
DISC1	0.20394914	67.45694739
GTPBP4	0.20394914	67.45694739
KIF9	0.20394914	67.45694739
ZNF749	0.20394914	67.45694739
ATXN7	0.205769367	67.49823071
GAS8	0.205769367	67.49823071
KIAA1033	0.205769367	67.49823071
PCDHB13	0.205769367	67.49823071
PYGL	0.205769367	67.49823071
TMC8	0.205769367	67.49823071
TROAP	0.205769367	67.49823071
ALDH4A1	0.207589927	67.52182118
CLCN1	0.207589927	67.52182118
MAML2	0.207589927	67.52182118
NELL1	0.207589927	67.52182118
GRIN3A	0.209410829	67.5277188
FKBP15	0.211232079	67.53951404
VIL1	0.211232079	67.53951404
PCDHA1	0.213053688	67.54541165
APITD1	0.21326276	67.71644256
BRCC3	0.21326276	67.71644256
COMMD6	0.21326276	67.71644256
CXCL13	0.21326276	67.71644256
CXCL5	0.21326276	67.71644256
DEFB115	0.21326276	67.71644256
DESI2	0.21326276	67.71644256
FAM19A2	0.21326276	67.71644256
FAM60A	0.21326276	67.71644256
GADD45G	0.21326276	67.71644256
GJB1	0.21326276	67.71644256
HINT3	0.21326276	67.71644256
IL7	0.21326276	67.71644256
KRTAP17-1	0.21326276	67.71644256
MMP28	0.21326276	67.71644256
NDUFB3	0.21326276	67.71644256
NPY	0.21326276	67.71644256
RPS19BP1	0.21326276	67.71644256
RPS20	0.21326276	67.71644256
SFTA2	0.21326276	67.71644256
SPINK7	0.21326276	67.71644256
SUPT4H1	0.21326276	67.71644256
TAC4	0.21326276	67.71644256
TCEAL3	0.21326276	67.71644256
TEN1	0.21326276	67.71644256
TMEM194B	0.21326276	67.71644256
TMEM240	0.21326276	67.71644256
TMEM60	0.21326276	67.71644256
TXNL4B	0.21326276	67.71644256
ABCC4	0.214875663	67.72234017
ABHD14B	0.215080721	67.91696155
BIK	0.215080721	67.91696155
C11orf31	0.215080721	67.91696155
C1orf123	0.215080721	67.91696155
C4orf6	0.215080721	67.91696155
C6orf162	0.215080721	67.91696155
CLEC5A	0.215080721	67.91696155
CSRP1	0.215080721	67.91696155
CTSS	0.215080721	67.91696155
DUSP11	0.215080721	67.91696155
DUSP21	0.215080721	67.91696155
HSCB	0.215080721	67.91696155
HSPB8	0.215080721	67.91696155
IL27	0.215080721	67.91696155
KCNA3	0.215080721	67.91696155
LOX	0.215080721	67.91696155
MEA1	0.215080721	67.91696155
NEURL2	0.215080721	67.91696155
PANK3	0.215080721	67.91696155
PLA2G12A	0.215080721	67.91696155
PLGRKT	0.215080721	67.91696155
PPAPDC1B	0.215080721	67.91696155
RAB13	0.215080721	67.91696155
RAB5C	0.215080721	67.91696155
S100A11	0.215080721	67.91696155
SPANXN3	0.215080721	67.91696155
SPINLW1-WFDC6	0.215080721	67.91696155
TBC1D29	0.215080721	67.91696155
TMEM92	0.215080721	67.91696155
TMUB1	0.215080721	67.91696155
TSPAN19	0.215080721	67.91696155
VDAC3	0.215080721	67.91696155
ZC3H8	0.215080721	67.91696155
NLRP4	0.216698013	67.92285916
AK2	0.21689899	68.12927577
BDH2	0.21689899	68.12927577
CRYBA4	0.21689899	68.12927577
CSF3	0.21689899	68.12927577
EFNB1	0.21689899	68.12927577
EXOC5	0.21689899	68.12927577
FKBPL	0.21689899	68.12927577
G6PC3	0.21689899	68.12927577
HOXA7	0.21689899	68.12927577
IL20RB	0.21689899	68.12927577
INCA1	0.21689899	68.12927577
KIAA1715	0.21689899	68.12927577
LYPLAL1	0.21689899	68.12927577
MS4A12	0.21689899	68.12927577
NDN	0.21689899	68.12927577
NHLRC1	0.21689899	68.12927577
OR12D3	0.21689899	68.12927577
OR14J1	0.21689899	68.12927577
ORM1	0.21689899	68.12927577
P2RY13	0.21689899	68.12927577
PARD6B	0.21689899	68.12927577
SFTPC	0.21689899	68.12927577
SLC35F2	0.21689899	68.12927577
SPATA9	0.21689899	68.12927577
STK19	0.21689899	68.12927577
TATDN1	0.21689899	68.12927577
TERF2	0.21689899	68.12927577
TMED7-TICAM2	0.21689899	68.12927577
TMEM144	0.21689899	68.12927577
TNFRSF17	0.21689899	68.12927577
TNFRSF9	0.21689899	68.12927577
TRMT10B	0.21689899	68.12927577
VPS4B	0.21689899	68.12927577
VPS72	0.21689899	68.12927577
WSB2	0.21689899	68.12927577
GEMIN5	0.218520745	68.13517339
ART3	0.218717575	68.27081859
AUP1	0.218717575	68.27081859
C21orf33	0.218717575	68.27081859
CA4	0.218717575	68.27081859
CD34	0.218717575	68.27081859
CERS6	0.218717575	68.27081859
FGF6	0.218717575	68.27081859
IFT46	0.218717575	68.27081859
JAM3	0.218717575	68.27081859
LCN1	0.218717575	68.27081859
MOGAT3	0.218717575	68.27081859
MRM1	0.218717575	68.27081859
PPP4R2	0.218717575	68.27081859
PRSS21	0.218717575	68.27081859
RNF215	0.218717575	68.27081859
SCAMP4	0.218717575	68.27081859
SERPINI2	0.218717575	68.27081859
SLC17A2	0.218717575	68.27081859
TMEM38B	0.218717575	68.27081859
TMEM5	0.218717575	68.27081859
UQCRC2	0.218717575	68.27081859
ZMAT1	0.218717575	68.27081859
ZUFSP	0.218717575	68.27081859
ADH7	0.220536484	68.38287332
BSPRY	0.220536484	68.38287332
CEACAM1	0.220536484	68.38287332
CEACAM8	0.220536484	68.38287332
CHST5	0.220536484	68.38287332
FBXO44	0.220536484	68.38287332
GFI1B	0.220536484	68.38287332
KRT10	0.220536484	68.38287332
MTNR1A	0.220536484	68.38287332
RAPSN	0.220536484	68.38287332
SDPR	0.220536484	68.38287332
SHMT1	0.220536484	68.38287332
SLC7A11	0.220536484	68.38287332
SRPX	0.220536484	68.38287332
THOC5	0.220536484	68.38287332
TMEM181	0.220536484	68.38287332
TRABD2A	0.220536484	68.38287332
TSC22D2	0.220536484	68.38287332
ZBTB3	0.220536484	68.38287332
AMOT	0.222355725	68.44184949
ASNSD1	0.222355725	68.44184949
CASP4	0.222355725	68.44184949
CCDC7	0.222355725	68.44184949
CHAF1B	0.222355725	68.44184949
